"location","source","target"
"/install.php?profile=ding2&locale=en&id=1&op=do","The current loans for a user",""
"/install.php?profile=ding2&locale=en&id=1&op=do","User reservation list",""
"/install.php?profile=ding2&locale=en&id=1&op=do","The current reservations for a user",""
"/index.php","Ding serendipity content",""
"/index.php","Display serendipity content",""
"/index.php","Search term",""
"/index.php","Ding serendipity with TingObject",""
"/index.php","Display serendipity content of type the ting object.",""
"/index.php","Ding serendipity with TingObject Related",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Provider profile",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Profile2 provider profile currently attched to the user.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","User edit form (with profile2 support)",""
"/install.php?profile=ding2&locale=en&id=1&op=do","User edit form that have support for profile2 forms.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Profile2 type",""
"/install.php?profile=ding2&locale=en&id=1&op=do","My page",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Block in the user profile where we could implement a hook to show tabs with info.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","File content",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Display a full file with a view mode.",""
"","File display",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Displays the file with a configurable style.",""
"","Menu tree",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Message render",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Render a message entity.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Node form meta tags",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Meta tags on the node form.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Membership links",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Show membership unsubscribe and subscribe link(s) to a given group.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","OG Group",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Page content",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Page content that is available if the panel is being used to wrap content with the Panels Everywhere module.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Page header",""
"/install.php?profile=ding2&locale=en&id=1&op=do","A general page header block that includes site name, logo and a search box. This can be easily modified by overriding pane-header.tpl.php in your theme.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Page messages",""
"/install.php?profile=ding2&locale=en&id=1&op=do","A general page messages block that includes tabs, messages and help. It is normally placed in the same region as your content. This can be easily modified by overriding pane-messages.tpl.php in your theme.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Page navigation",""
"/install.php?profile=ding2&locale=en&id=1&op=do","A general page navigation block that includes primary links, secondary links and breadcrumb. This can be easily modified by overriding pane-navigation.tpl.php in your theme.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Existing page",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Ting collection content type",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Ting object content type",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Ting search - backend engines",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Display the search engines as facets.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Ting search - results per page",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Display results per page selector.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Ting search - Search results",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Ting search - page title",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Display title with result count.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Ting search - search results text",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Show a string with 'Showing x - y of z results'",""
"ting_search_carousel.info:0 plugins/content_types/carousel.inc:17,,, ting_search_carousel.module:12 plugins/content_types/carousel.inc:17,,,","Ting search carousel",""
"/install.php?profile=ding2&locale=en&id=1&op=do","A carousel displaying search results against the Ting system",""
"","All views",""
"","Select display",""
"","Configure view",""
"","View attachment",""
"","View context",""
"","Display the attachments on a view context.",""
"","View empty text",""
"","Display the view empty text if there are no results.",""
"","View exposed widgets",""
"","Display the view exposed widgets if there are no results.",""
"","View feed icon",""
"","Display the view feed icon if there are no results.",""
"","View footer",""
"","Display the view footer if there are no results.",""
"","View header",""
"","Display the view header if there are no results.",""
"","View pager",""
"","Display the view pager if there are no results.",""
"","View panes",""
"","View row",""
"","Display all or a specific amount of rows from a loaded view context.",""
"","Select context",""
"","Configure rows",""
"","Entire view",""
"","Display the entire view.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","User sub-menu",""
"/install.php?profile=ding2&locale=en&id=1&op=do","The current users sub-menu",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Ding2 Site template",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Branding",""
"","Navigation",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Main content",""
"","Bottom",""
"","Miscellaneous",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Two sidebars, content in middle",""
"","Left sidebar",""
"","Right sidebar",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Attachment 1 of 4",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Attachment 2 of 4",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Attachment 3 of 4",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Attachment 4 of 4",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Attachment 1 of 3",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Attachment 2 of 3",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Attachment 3 of 3",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Attachment 1 of 2",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Attachment 2 of 2",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Attachment 1 of 1",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Ding frontpage layout 1",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Primary content",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Secondary content",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Tertiary content",""
"","Two column stacked",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Columns: 2",""
"","Top",""
"","Left side",""
"","Right side",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Two column bricks",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Left above",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Right above",""
"","Middle",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Left below",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Right below",""
"","Two column",""
"","Three column 33/34/33 stacked",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Columns: 3",""
"","Middle column",""
"","Three column 33/34/33",""
"","Three column 25/50/25 stacked",""
"","Three column 25/50/25",""
"","Single column",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Columns: 1",""
"","Flexible",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Builders",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Rounded corners",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Presents the panes or panels with a rounded corner box around them",""
"","System block",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Display the pane as a system block; this is more restrictive than the default.",""
"","No style",""
"/install.php?profile=ding2&locale=en&id=1&op=do","The default panel rendering style; displays each pane with a separator.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Presents the panes in the form of an HTML list.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","No markup at all",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Display the pane or region with no markup, not even a title.",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Rules-triggered Cache",""
"/install.php?profile=ding2&locale=en&id=1&op=do","Cache This View for an infinite time. This can be used
          when rules are used to invalidate the cache.",""
"","Display the comment with standard comment view.",""
"","Display the comment as RSS.",""
"","Date browser",""
"","Date back/next navigation to attach to other displays. Requires the Date argument.",""
"","Page by date",""
"","Page using the value of a date field.",""
"","Date browser style",""
"","Creates back/next navigation.",""
"","Comments are responses to node content.",""
"","The comment ID of the field",""
"","The name of the comment's author. Can be rendered as a link to the author's homepage.",""
"","The website address of the comment's author. Can be rendered as a link. Will be empty if the author is a registered user.",""
"","Hostname of user that posted the comment.",""
"","Mail",""
"","Email of user that posted the comment. Will be empty if the author is a registered user.",""
"","Post date",""
"","Date and time of when the comment was created.",""
"","The language the comment is in.",""
"","Date and time of when the comment was last updated.",""
"","Date in the form of CCYYMMDD.",""
"","Created year + month",""
"","Date in the form of YYYYMM.",""
"","Created year",""
"","Date in the form of YYYY.",""
"","Created month",""
"","Date in the form of MM (01 - 12).",""
"","Created day",""
"","Date in the form of DD (01 - 31).",""
"","Created week",""
"","Date in the form of WW (01 - 53).",""
"","Whether the comment is approved (or still in the moderation queue).",""
"","Approved comment",""
"","View link",""
"","Provide a simple link to view the comment.",""
"","Edit link",""
"","Provide a simple link to edit the comment.",""
"","Delete link",""
"","Provide a simple link to delete the comment.",""
"","Approve link",""
"","Provide a simple link to approve the comment.",""
"","Reply-to link",""
"","Provide a simple link to reply to the comment.",""
"","Display the depth of the comment if it is threaded.",""
"","Sort by the threaded order. This will keep child comments together with their parents.",""
"","The node ID to which the comment is a reply to.",""
"","The content to which the comment is a reply to.",""
"","Author uid",""
"","If you need more fields than the uid add the comment: author relationship",""
